id,label,Species
2836,0.5378694,cat
2837,0.63771534,cat
2838,0.64501256,cat
2839,0.6027315,cat
2840,0.55018437,cat
2841,0.512132,cat
2842,0.48710948,dog
2843,0.64367837,cat
2844,0.47804683,dog
2845,0.5069931,cat
2846,0.60528326,cat
2847,0.5396478,cat
2848,0.568559,cat
2849,0.6353692,cat
2850,0.54167277,cat
2851,0.6640361,cat
2852,0.5484353,cat
2853,0.4710066,dog
2854,0.6270344,cat
2855,0.6139427,cat
2856,0.75483555,cat
2857,0.4421371,dog
2858,0.5171074,cat
2859,0.6653565,cat
2860,0.5823498,cat
2861,0.514425,cat
2862,0.51187176,cat
2863,0.559091,cat
2864,0.42105818,dog
2865,0.5256435,cat
2866,0.49724448,dog
2867,0.37282252,dog
2868,0.572616,cat
2869,0.4880377,dog
2870,0.58320385,cat
2871,0.55297464,cat
2872,0.5547141,cat
2873,0.6237559,cat
2874,0.52019364,cat
2875,0.583957,cat
2876,0.5308188,cat
2877,0.51309955,cat
2878,0.40791377,dog
2879,0.6334583,cat
2880,0.49735305,dog
2881,0.5239733,cat
2882,0.5976594,cat
2883,0.6558851,cat
2884,0.56456846,cat
2885,0.55959684,cat
2886,0.5174657,cat
2887,0.6338094,cat
2888,0.66470385,cat
2889,0.54050404,cat
2890,0.5755624,cat
2891,0.52859724,cat
2892,0.58432084,cat
2893,0.46400782,dog
2894,0.51227796,cat
2895,0.5192554,cat
2896,0.5749057,cat
2897,0.630347,cat
2898,0.5401585,cat
2899,0.47794926,dog
2900,0.5597808,cat
2901,0.4591296,dog
2902,0.7589226,cat
2903,0.5900961,cat
2904,0.58519274,cat
2905,0.6842453,cat
2906,0.602251,cat
2907,0.68692136,cat
2908,0.5225885,cat
2909,0.52676105,cat
2910,0.5569831,cat
2911,0.5674467,cat
2912,0.5060644,cat
2913,0.7111887,cat
2914,0.48802403,dog
2915,0.6458619,cat
2916,0.51784647,cat
2917,0.6133117,cat
2918,0.59270597,cat
2919,0.6365883,cat
2920,0.6084396,cat
2921,0.49925143,dog
2922,0.40533197,dog
2923,0.4398101,dog
2924,0.6211747,cat
2925,0.5386499,cat
2926,0.45745137,dog
2927,0.57446873,cat
2928,0.4134023,dog
2929,0.57486176,cat
2930,0.5391474,cat
2931,0.48863602,dog
2932,0.51398957,cat
2933,0.4854038,dog
2934,0.57924926,cat
2935,0.45660946,dog
2936,0.686564,cat
2937,0.46750247,dog
2938,0.6265618,cat
2939,0.5186664,cat
2940,0.534045,cat
2941,0.63421285,cat
2942,0.612103,cat
2943,0.5704779,cat
2944,0.62530845,cat
2945,0.5927445,cat
2946,0.5096314,cat
2947,0.41230527,dog
2948,0.5662019,cat
2949,0.42702353,dog
2950,0.36803925,dog
2951,0.7057598,cat
2952,0.2644217,dog
2953,0.5443584,cat
2954,0.58977705,cat
2955,0.54648876,cat
2956,0.5645695,cat
2957,0.5606242,cat
2958,0.5168507,cat
2959,0.47013804,dog
2960,0.65218914,cat
2961,0.66892636,cat
2962,0.6733569,cat
2963,0.6135625,cat
2964,0.42076126,dog
2965,0.5843205,cat
2966,0.5362933,cat
2967,0.6483216,cat
2968,0.37948656,dog
2969,0.64360696,cat
2970,0.59930885,cat
2971,0.4551935,dog
2972,0.44916156,dog
2973,0.5532258,cat
2974,0.66777295,cat
2975,0.5262381,cat
2976,0.50474477,cat
2977,0.64506096,cat
2978,0.6697699,cat
2979,0.5419365,cat
2980,0.3981984,dog
2981,0.71886754,cat
2982,0.52209675,cat
2983,0.5549965,cat
2984,0.48115265,dog
2985,0.6873532,cat
2986,0.70768005,cat
2987,0.5202479,cat
2988,0.45289588,dog
2989,0.46058244,dog
2990,0.6245058,cat
2991,0.72009045,cat
2992,0.57016593,cat
2993,0.5749749,cat
2994,0.59812444,cat
2995,0.6350911,cat
2996,0.45111084,dog
2997,0.4541673,dog
2998,0.76407015,cat
2999,0.67984027,cat
3000,0.6396715,cat
3001,0.42987832,dog
3002,0.5302552,cat
3003,0.6496152,cat
3004,0.6197221,cat
3005,0.74508256,cat
3006,0.6925964,cat
3007,0.4807568,dog
3008,0.4869807,dog
3009,0.36888316,dog
3010,0.5491209,cat
3011,0.511928,cat
3012,0.5020509,cat
3013,0.5333644,cat
3014,0.6410955,cat
3015,0.60639465,cat
3016,0.45871162,dog
3017,0.6299768,cat
3018,0.600089,cat
3019,0.44106054,dog
3020,0.5809675,cat
3021,0.7304915,cat
3022,0.6334008,cat
3023,0.41401884,dog
3024,0.48820695,dog
3025,0.36717695,dog
3026,0.62772965,cat
3027,0.5865855,cat
3028,0.43727934,dog
3029,0.6815976,cat
3030,0.56802434,cat
3031,0.62545866,cat
3032,0.5183869,cat
3033,0.52671194,cat
3034,0.49313354,dog
3035,0.62123764,cat
3036,0.6844747,cat
3037,0.551553,cat
3038,0.5447313,cat
3039,0.40262774,dog
3040,0.54589015,cat
3041,0.4820293,dog
3042,0.48430252,dog
3043,0.59289247,cat
3044,0.48000303,dog
3045,0.481462,dog
3046,0.54684544,cat
3047,0.6586487,cat
3048,0.5959289,cat
3049,0.40077373,dog
3050,0.4566489,dog
3051,0.34430343,dog
3052,0.38110352,dog
3053,0.6411273,cat
3054,0.4102276,dog
3055,0.5561339,cat
3056,0.611213,cat
3057,0.5110003,cat
3058,0.63811594,cat
3059,0.5278778,cat
3060,0.6420538,cat
3061,0.5130845,cat
3062,0.59815866,cat
3063,0.5603296,cat
3064,0.5156637,cat
3065,0.4637672,dog
3066,0.49887875,dog
3067,0.64778787,cat
3068,0.6338782,cat
3069,0.6471626,cat
3070,0.6356534,cat
3071,0.508598,cat
3072,0.6410283,cat
3073,0.5295001,cat
3074,0.5501876,cat
3075,0.28219584,dog
3076,0.53167087,cat
3077,0.68066573,cat
3078,0.5257414,cat
3079,0.5825901,cat
3080,0.4786979,dog
3081,0.55012035,cat
3082,0.6548508,cat
3083,0.4753335,dog
3084,0.6410963,cat
3085,0.43668076,dog
3086,0.5037387,cat
3087,0.5656666,cat
3088,0.47819164,dog
3089,0.5629565,cat
3090,0.41146308,dog
3091,0.5374349,cat
3092,0.53648853,cat
3093,0.5849944,cat
3094,0.5520074,cat
3095,0.54505897,cat
3096,0.49110985,dog
3097,0.6500112,cat
3098,0.53326553,cat
3099,0.6563331,cat
3100,0.6132837,cat
3101,0.6906126,cat
3102,0.49719974,dog
3103,0.42565942,dog
3104,0.53163403,cat
3105,0.64284354,cat
3106,0.6396722,cat
3107,0.45035318,dog
3108,0.5802346,cat
3109,0.50685817,cat
3110,0.5982511,cat
3111,0.5726852,cat
3112,0.6392047,cat
3113,0.5730163,cat
3114,0.55924016,cat
3115,0.6826719,cat
3116,0.6037598,cat
3117,0.5205628,cat
3118,0.53646815,cat
3119,0.5441459,cat
3120,0.64903927,cat
3121,0.61577404,cat
3122,0.532846,cat
3123,0.6885951,cat
3124,0.36926866,dog
3125,0.32872888,dog
3126,0.4037027,dog
3127,0.52966714,cat
3128,0.57228196,cat
3129,0.5017582,cat
3130,0.6494512,cat
3131,0.63830864,cat
3132,0.63848156,cat
3133,0.5684272,cat
3134,0.45424137,dog
3135,0.6767468,cat
3136,0.47804493,dog
3137,0.58658504,cat
3138,0.7225693,cat
3139,0.51329386,cat
3140,0.6862111,cat
3141,0.6601841,cat
3142,0.5055875,cat
3143,0.55097157,cat
3144,0.629375,cat
3145,0.4290385,dog
3146,0.6345022,cat
3147,0.50390583,cat
3148,0.6850301,cat
3149,0.41659513,dog
3150,0.57098496,cat
3151,0.45314556,dog
3152,0.6185918,cat
3153,0.49498782,dog
3154,0.6564889,cat
3155,0.46572775,dog
3156,0.44857877,dog
3157,0.51348376,cat
3158,0.6152807,cat
3159,0.54894125,cat
3160,0.5595061,cat
3161,0.6896792,cat
3162,0.46257126,dog
3163,0.5191016,cat
3164,0.690115,cat
3165,0.55931675,cat
3166,0.59915024,cat
3167,0.51925635,cat
3168,0.4156061,dog
3169,0.5486087,cat
3170,0.4632343,dog
3171,0.62167615,cat
3172,0.5417126,cat
3173,0.47459254,dog
3174,0.7183526,cat
3175,0.4000469,dog
3176,0.42579135,dog
3177,0.41331983,dog
3178,0.66305476,cat
3179,0.49145746,dog
3180,0.6256181,cat
3181,0.63498634,cat
3182,0.43432572,dog
3183,0.47533825,dog
3184,0.46588144,dog
3185,0.45103815,dog
3186,0.62607014,cat
3187,0.4426714,dog
3188,0.54706436,cat
3189,0.40010187,dog
3190,0.47307128,dog
3191,0.529252,cat
3192,0.5365696,cat
3193,0.66748935,cat
3194,0.4675302,dog
3195,0.5529942,cat
3196,0.481161,dog
3197,0.5784169,cat
3198,0.5504219,cat
3199,0.52822775,cat
3200,0.5306254,cat
3201,0.5822787,cat
3202,0.47173655,dog
3203,0.55806124,cat
3204,0.49088964,dog
3205,0.61007285,cat
3206,0.53336906,cat
3207,0.46304283,dog
3208,0.60797626,cat
3209,0.5772734,cat
3210,0.57050496,cat
3211,0.43371144,dog
3212,0.6094119,cat
3213,0.5572557,cat
3214,0.5085108,cat
3215,0.5571178,cat
3216,0.5591228,cat
3217,0.5223145,cat
3218,0.66080606,cat
3219,0.6378987,cat
3220,0.64854723,cat
3221,0.6778105,cat
3222,0.36273852,dog
3223,0.63718003,cat
3224,0.48760307,dog
3225,0.5252773,cat
3226,0.5033359,cat
3227,0.56275845,cat
3228,0.5974977,cat
3229,0.50357616,cat
3230,0.7468006,cat
3231,0.602962,cat
3232,0.40981212,dog
3233,0.6840226,cat
3234,0.6499159,cat
3235,0.55875635,cat
3236,0.66558444,cat
3237,0.5844145,cat
3238,0.605805,cat
3239,0.55379844,cat
3240,0.566337,cat
3241,0.50083685,cat
3242,0.5312143,cat
3243,0.5567349,cat
3244,0.4996075,dog
3245,0.639684,cat
3246,0.49830666,dog
3247,0.60402685,cat
3248,0.6214138,cat
3249,0.56281334,cat
3250,0.71056753,cat
3251,0.46420205,dog
3252,0.4566489,dog
3253,0.6014368,cat
3254,0.5139262,cat
3255,0.55697966,cat
3256,0.6358948,cat
3257,0.47226855,dog
3258,0.5118612,cat
3259,0.40333438,dog
3260,0.49001238,dog
3261,0.45812005,dog
3262,0.62113136,cat
3263,0.6389825,cat
3264,0.45889983,dog
3265,0.6864435,cat
3266,0.64126086,cat
3267,0.63465106,cat
3268,0.59296894,cat
3269,0.6199501,cat
3270,0.6028299,cat
3271,0.65442586,cat
3272,0.7217421,cat
3273,0.6608689,cat
3274,0.54764915,cat
3275,0.45252627,dog
3276,0.6044369,cat
3277,0.58691764,cat
3278,0.5927124,cat
3279,0.4410167,dog
3280,0.5551244,cat
3281,0.606537,cat
3282,0.666387,cat
3283,0.60343635,cat
3284,0.5142963,cat
3285,0.598697,cat
3286,0.6374487,cat
3287,0.66919005,cat
3288,0.5338669,cat
3289,0.44013792,dog
3290,0.5491517,cat
3291,0.5703966,cat
3292,0.62144005,cat
3293,0.5590689,cat
3294,0.5841637,cat
3295,0.37524506,dog
3296,0.63934684,cat
3297,0.56940824,cat
3298,0.61163855,cat
3299,0.58308166,cat
3300,0.6036366,cat
3301,0.6157146,cat
3302,0.6278535,cat
3303,0.57933974,cat
3304,0.46466538,dog
3305,0.6676629,cat
3306,0.6704042,cat
3307,0.6170356,cat
3308,0.49131602,dog
3309,0.40565994,dog
3310,0.4649991,dog
3311,0.5398421,cat
3312,0.5510484,cat
3313,0.60714793,cat
3314,0.45874783,dog
3315,0.58466035,cat
3316,0.57727224,cat
3317,0.69568604,cat
3318,0.5996408,cat
3319,0.4503892,dog
3320,0.5685279,cat
3321,0.4675895,dog
3322,0.48957363,dog
3323,0.5152186,cat
3324,0.4730701,dog
3325,0.6017735,cat
3326,0.6237332,cat
3327,0.39516944,dog
3328,0.42783713,dog
3329,0.3111691,dog
3330,0.49402606,dog
3331,0.4086289,dog
3332,0.5212452,cat
3333,0.47343302,dog
3334,0.5985612,cat
3335,0.5702146,cat
3336,0.5455792,cat
3337,0.5880839,cat
3338,0.4062904,dog
3339,0.57376057,cat
3340,0.5907889,cat
3341,0.60914576,cat
3342,0.61555976,cat
3343,0.6158799,cat
3344,0.4975486,dog
3345,0.59483117,cat
3346,0.62353665,cat
3347,0.61823744,cat
3348,0.3959399,dog
3349,0.5687285,cat
3350,0.4993193,dog
3351,0.50882536,cat
3352,0.45237613,dog
3353,0.5619769,cat
3354,0.4635643,dog
3355,0.52646047,cat
3356,0.6888343,cat
3357,0.65128386,cat
3358,0.51147854,cat
3359,0.6010528,cat
3360,0.64180785,cat
3361,0.4466698,dog
3362,0.6395699,cat
3363,0.6043032,cat
3364,0.3995777,dog
3365,0.4570462,dog
3366,0.5506782,cat
3367,0.4065974,dog
3368,0.663816,cat
3369,0.61657,cat
3370,0.4500447,dog
3371,0.6681757,cat
3372,0.61670065,cat
3373,0.6862669,cat
3374,0.52429974,cat
3375,0.47420382,dog
3376,0.66939753,cat
3377,0.50471616,cat
3378,0.7108075,cat
3379,0.5320613,cat
3380,0.63018227,cat
3381,0.4116478,dog
3382,0.61370826,cat
3383,0.54102814,cat
3384,0.615576,cat
3385,0.6047295,cat
3386,0.6766363,cat
3387,0.6300787,cat
3388,0.5989679,cat
3389,0.49109024,dog
3390,0.64812833,cat
3391,0.42595094,dog
3392,0.6333171,cat
3393,0.58393115,cat
3394,0.62083423,cat
3395,0.5772747,cat
3396,0.68511355,cat
3397,0.56645024,cat
3398,0.66239536,cat
3399,0.6051852,cat
3400,0.66080713,cat
3401,0.3325308,dog
3402,0.61513084,cat
3403,0.6465707,cat
3404,0.5940158,cat
3405,0.50748223,cat
3406,0.6031466,cat
3407,0.58537954,cat
3408,0.42924073,dog
3409,0.39069238,dog
3410,0.5577922,cat
3411,0.6401399,cat
3412,0.42803022,dog
3413,0.40160993,dog
3414,0.45338985,dog
3415,0.56183946,cat
3416,0.62533855,cat
3417,0.6833586,cat
3418,0.63611084,cat
3419,0.53934914,cat
3420,0.5124685,cat
3421,0.4507008,dog
3422,0.38909414,dog
3423,0.5400299,cat
3424,0.34857693,dog
3425,0.48839784,dog
3426,0.43539357,dog
3427,0.5041862,cat
3428,0.57785356,cat
3429,0.57820225,cat
3430,0.5929585,cat
3431,0.45293364,dog
3432,0.6575697,cat
3433,0.45154005,dog
3434,0.537298,cat
3435,0.41213632,dog
3436,0.7092855,cat
3437,0.47811618,dog
3438,0.44747585,dog
3439,0.39027128,dog
3440,0.54172087,cat
3441,0.6749847,cat
3442,0.51423556,cat
3443,0.65360516,cat
3444,0.68511045,cat
3445,0.5397729,cat
3446,0.66912293,cat
3447,0.55199295,cat
3448,0.7178876,cat
3449,0.6188763,cat
3450,0.67428476,cat
3451,0.5875777,cat
3452,0.53607047,cat
3453,0.6201076,cat
3454,0.5227302,cat
3455,0.5433166,cat
3456,0.6344722,cat
3457,0.64313036,cat
3458,0.61536086,cat
3459,0.5519423,cat
3460,0.69531274,cat
3461,0.4373471,dog
3462,0.5051144,cat
3463,0.5270414,cat
3464,0.4716436,dog
3465,0.64945114,cat
3466,0.6376386,cat
3467,0.5074937,cat
3468,0.49513483,dog
3469,0.6418913,cat
3470,0.5447213,cat
3471,0.48425332,dog
3472,0.6262374,cat
3473,0.36321414,dog
3474,0.57648903,cat
3475,0.509769,cat
3476,0.66724974,cat
3477,0.53303534,cat
3478,0.5618102,cat
3479,0.48204607,dog
3480,0.6651891,cat
3481,0.4798175,dog
3482,0.60158664,cat
3483,0.56241083,cat
3484,0.68076736,cat
3485,0.5352052,cat
3486,0.6884797,cat
3487,0.5606593,cat
3488,0.6628544,cat
3489,0.5862659,cat
3490,0.574506,cat
3491,0.59165096,cat
3492,0.5927048,cat
3493,0.52540416,cat
3494,0.6332051,cat
3495,0.45536014,dog
3496,0.6210718,cat
3497,0.44362217,dog
3498,0.6419177,cat
3499,0.4441431,dog
3500,0.5935706,cat
3501,0.48380333,dog
3502,0.52174675,cat
3503,0.6215808,cat
3504,0.49110863,dog
3505,0.7034376,cat
3506,0.49886876,dog
3507,0.54219705,cat
3508,0.47205618,dog
3509,0.5119228,cat
3510,0.5778833,cat
3511,0.3363735,dog
3512,0.62946147,cat
3513,0.65002936,cat
3514,0.5977846,cat
3515,0.59149426,cat
3516,0.604971,cat
3517,0.4832328,dog
3518,0.6283025,cat
3519,0.6136919,cat
3520,0.6696784,cat
3521,0.6498724,cat
3522,0.6113025,cat
3523,0.61420906,cat
3524,0.6107843,cat
3525,0.5867213,cat
3526,0.6426459,cat
3527,0.50398743,cat
3528,0.582281,cat
3529,0.54456645,cat
3530,0.48823604,dog
3531,0.49834296,dog
3532,0.66683984,cat
3533,0.5154202,cat
3534,0.6347102,cat
3535,0.5484356,cat
3536,0.6143579,cat
3537,0.5857971,cat
3538,0.5732855,cat
3539,0.40157214,dog
3540,0.37982252,dog
3541,0.5945241,cat
3542,0.5329911,cat
3543,0.6603984,cat
3544,0.54930055,cat
3545,0.6156509,cat
3546,0.4191882,dog
3547,0.49700752,dog
3548,0.4449622,dog
3549,0.61549,cat
3550,0.53089494,cat
3551,0.41606337,dog
3552,0.6368117,cat
3553,0.44250807,dog
3554,0.59313744,cat
3555,0.53754646,cat
3556,0.6351418,cat
3557,0.5135849,cat
3558,0.6892353,cat
3559,0.6357973,cat
3560,0.6350652,cat
3561,0.60199267,cat
3562,0.38084128,dog
3563,0.54812396,cat
3564,0.50188476,cat
3565,0.62249684,cat
3566,0.59507185,cat
3567,0.6006027,cat
3568,0.55026346,cat
3569,0.73938096,cat
3570,0.51473236,cat
3571,0.57311475,cat
3572,0.5337942,cat
3573,0.51109177,cat
3574,0.5459089,cat
3575,0.57464397,cat
3576,0.5593161,cat
3577,0.5413,cat
3578,0.62262344,cat
3579,0.4825326,dog
3580,0.44187593,dog
3581,0.60664564,cat
3582,0.4619606,dog
3583,0.5229285,cat
3584,0.58593136,cat
3585,0.4486544,dog
3586,0.5941284,cat
3587,0.6354881,cat
3588,0.5905639,cat
3589,0.45893517,dog
3590,0.5971017,cat
3591,0.46935663,dog
3592,0.5281548,cat
3593,0.5685914,cat
3594,0.52265435,cat
3595,0.6235949,cat
3596,0.59624296,cat
3597,0.40146938,dog
3598,0.5722664,cat
3599,0.6039764,cat
3600,0.5373848,cat
3601,0.53492486,cat
3602,0.5684864,cat
3603,0.5777969,cat
3604,0.6654958,cat
3605,0.45586097,dog
3606,0.5782562,cat
3607,0.5556897,cat
3608,0.5213271,cat
3609,0.58687496,cat
3610,0.5426001,cat
3611,0.5905523,cat
3612,0.6857559,cat
3613,0.59286004,cat
3614,0.7161173,cat
3615,0.55208623,cat
3616,0.60803443,cat
3617,0.5930054,cat
3618,0.5416355,cat
3619,0.6327678,cat
3620,0.62149924,cat
3621,0.64614856,cat
3622,0.6148965,cat
3623,0.49188322,dog
3624,0.7085166,cat
3625,0.5871439,cat
3626,0.4739718,dog
3627,0.42559394,dog
3628,0.65982246,cat
3629,0.6065031,cat
3630,0.47118467,dog
3631,0.48256716,dog
3632,0.56545144,cat
3633,0.37593967,dog
3634,0.70168525,cat
3635,0.6162698,cat
3636,0.5966662,cat
3637,0.55062395,cat
3638,0.66074723,cat
3639,0.65705115,cat
3640,0.63231903,cat
3641,0.6020333,cat
3642,0.5065396,cat
3643,0.60240924,cat
3644,0.61796653,cat
3645,0.59734046,cat
3646,0.65178,cat
3647,0.5498604,cat
3648,0.54353905,cat
3649,0.5762956,cat
3650,0.5210203,cat
3651,0.50502354,cat
3652,0.49684644,dog
3653,0.65854776,cat
3654,0.61583525,cat
3655,0.4357328,dog
3656,0.5357374,cat
3657,0.44692314,dog
3658,0.55108523,cat
3659,0.5670364,cat
3660,0.6580517,cat
3661,0.61877674,cat
3662,0.5074376,cat
3663,0.5751768,cat
3664,0.5320155,cat
3665,0.53177416,cat
3666,0.5366102,cat
3667,0.5468028,cat
3668,0.4590894,dog
3669,0.65611535,cat
3670,0.66689426,cat
3671,0.58787805,cat
3672,0.74236095,cat
3673,0.6272749,cat
3674,0.6715666,cat
3675,0.3993927,dog
3676,0.40375215,dog
3677,0.60238284,cat
3678,0.6842373,cat
3679,0.51615983,cat
3680,0.41639984,dog
3681,0.6594401,cat
3682,0.39368874,dog
3683,0.5209218,cat
3684,0.64254326,cat
3685,0.63536817,cat
3686,0.4415557,dog
3687,0.4668279,dog
3688,0.60359937,cat
3689,0.6971143,cat
3690,0.6366238,cat
3691,0.59836423,cat
3692,0.31285647,dog
3693,0.44927385,dog
3694,0.5515823,cat
3695,0.5508116,cat
3696,0.6029439,cat
3697,0.5985256,cat
3698,0.58560014,cat
3699,0.5387911,cat
3700,0.5012412,cat
3701,0.54227805,cat
3702,0.61519915,cat
3703,0.48228762,dog
3704,0.45592174,dog
3705,0.5562313,cat
3706,0.5273353,cat
3707,0.5921946,cat
3708,0.5939022,cat
3709,0.63628656,cat
3710,0.57823694,cat
3711,0.6004299,cat
3712,0.61292,cat
3713,0.5777866,cat
3714,0.5455556,cat
3715,0.55085677,cat
3716,0.5024725,cat
3717,0.5194778,cat
3718,0.55499834,cat
3719,0.63075304,cat
3720,0.6137309,cat
3721,0.641615,cat
3722,0.41726294,dog
3723,0.5462897,cat
3724,0.63641137,cat
3725,0.5148533,cat
3726,0.65016943,cat
3727,0.52260077,cat
3728,0.48700586,dog
3729,0.57854223,cat
3730,0.52200776,cat
3731,0.55233663,cat
3732,0.6208792,cat
3733,0.62375706,cat
3734,0.5530068,cat
3735,0.5082145,cat
3736,0.51817375,cat
3737,0.6584461,cat
3738,0.48411718,dog
3739,0.5452531,cat
3740,0.54733,cat
3741,0.48643678,dog
3742,0.575716,cat
3743,0.6074062,cat
3744,0.5166414,cat
3745,0.5733319,cat
3746,0.6113382,cat
3747,0.6109296,cat
3748,0.5701126,cat
3749,0.49834752,dog
3750,0.6464782,cat
3751,0.6691604,cat
3752,0.6750721,cat
3753,0.59721035,cat
3754,0.55406815,cat
3755,0.6888523,cat
3756,0.52103597,cat
3757,0.59328413,cat
3758,0.53102267,cat
3759,0.63548523,cat
3760,0.56460077,cat
3761,0.47386187,dog
3762,0.59149015,cat
3763,0.50905055,cat
3764,0.52048093,cat
3765,0.55474,cat
3766,0.57998353,cat
3767,0.5534192,cat
3768,0.5448524,cat
3769,0.4186121,dog
3770,0.5212785,cat
3771,0.42435926,dog
3772,0.56546104,cat
3773,0.630076,cat
3774,0.58914816,cat
3775,0.62866926,cat
3776,0.6301147,cat
3777,0.53717566,cat
3778,0.5831544,cat
3779,0.5413342,cat
3780,0.5648884,cat
3781,0.57198006,cat
3782,0.53872705,cat
3783,0.56866974,cat
3784,0.47592378,dog
3785,0.58812326,cat
3786,0.52315575,cat
3787,0.5802728,cat
3788,0.7166928,cat
3789,0.45249605,dog
3790,0.53979665,cat
3791,0.6303187,cat
3792,0.48922312,dog
3793,0.46971455,dog
3794,0.49750188,dog
3795,0.67377406,cat
3796,0.57664084,cat
3797,0.5164006,cat
3798,0.63881683,cat
3799,0.48034754,dog
3800,0.62280434,cat
3801,0.5316965,cat
3802,0.6013731,cat
3803,0.3847545,dog
3804,0.53147984,cat
3805,0.6427883,cat
3806,0.6438047,cat
3807,0.39067996,dog
3808,0.34250593,dog
3809,0.64791393,cat
3810,0.51477355,cat
3811,0.6444454,cat
3812,0.55759865,cat
3813,0.5135891,cat
3814,0.5424085,cat
3815,0.671435,cat
3816,0.43053618,dog
3817,0.4406247,dog
3818,0.4750498,dog
3819,0.5316906,cat
3820,0.45318958,dog
3821,0.6540637,cat
3822,0.516715,cat
3823,0.6155174,cat
3824,0.5686788,cat
3825,0.65277493,cat
3826,0.4963199,dog
3827,0.582941,cat
3828,0.52102655,cat
3829,0.4440099,dog
3830,0.6088327,cat
3831,0.5619608,cat
3832,0.520034,cat
3833,0.47072455,dog
3834,0.6647418,cat
3835,0.6037992,cat
3836,0.5292466,cat
3837,0.5022351,cat
3838,0.59862113,cat
3839,0.54188025,cat
3840,0.45691308,dog
3841,0.66572547,cat
3842,0.51505154,cat
3843,0.6399544,cat
3844,0.5071094,cat
3845,0.6480224,cat
3846,0.5198632,cat
3847,0.60311973,cat
3848,0.5482984,cat
3849,0.59042275,cat
3850,0.46719554,dog
3851,0.6437063,cat
3852,0.7263066,cat
3853,0.5751584,cat
3854,0.650461,cat
3855,0.5068993,cat
3856,0.5683882,cat
3857,0.48530728,dog
3858,0.5174353,cat
3859,0.6035549,cat
3860,0.7453546,cat
3861,0.56505793,cat
3862,0.6134891,cat
3863,0.44482842,dog
3864,0.5633686,cat
3865,0.6964364,cat
3866,0.6413653,cat
3867,0.6819454,cat
3868,0.64996964,cat
3869,0.46199772,dog
3870,0.6416145,cat
3871,0.49097118,dog
3872,0.55897254,cat
3873,0.43877742,dog
3874,0.6702551,cat
3875,0.51054406,cat
3876,0.62684107,cat
3877,0.40897742,dog
3878,0.589971,cat
3879,0.62126565,cat
3880,0.5380141,cat
3881,0.6456835,cat
3882,0.7020766,cat
3883,0.5406065,cat
3884,0.39220265,dog
3885,0.43700558,dog
3886,0.56374246,cat
3887,0.65549386,cat
3888,0.7329162,cat
3889,0.62331074,cat
3890,0.5851792,cat
3891,0.50199366,cat
3892,0.46433088,dog
3893,0.6015284,cat
3894,0.33739197,dog
3895,0.60234904,cat
3896,0.6122873,cat
3897,0.59356564,cat
3898,0.4789868,dog
3899,0.517442,cat
3900,0.5702215,cat
3901,0.63099253,cat
3902,0.6540361,cat
3903,0.42013782,dog
3904,0.5379938,cat
3905,0.48232657,dog
3906,0.35389474,dog
3907,0.6066778,cat
3908,0.5335595,cat
3909,0.60770553,cat
3910,0.69677275,cat
3911,0.4792548,dog
3912,0.60475576,cat
3913,0.51482767,cat
3914,0.41213998,dog
3915,0.59152645,cat
3916,0.64717984,cat
3917,0.5797394,cat
3918,0.5266083,cat
3919,0.48685873,dog
3920,0.51615936,cat
3921,0.53069025,cat
3922,0.46320525,dog
3923,0.5721266,cat
3924,0.525637,cat
3925,0.656789,cat
3926,0.5626951,cat
3927,0.5089388,cat
3928,0.6354175,cat
3929,0.59301513,cat
3930,0.43921167,dog
3931,0.389684,dog
3932,0.52358305,cat
3933,0.5650244,cat
3934,0.57907975,cat
3935,0.57965606,cat
3936,0.50896084,cat
3937,0.67665523,cat
3938,0.5460531,cat
3939,0.5169801,cat
3940,0.45808968,dog
3941,0.6475347,cat
3942,0.5729169,cat
3943,0.35089958,dog
3944,0.60559803,cat
3945,0.59263027,cat
3946,0.48807856,dog
3947,0.44917712,dog
3948,0.5639533,cat
3949,0.5955749,cat
3950,0.58056647,cat
3951,0.576636,cat
3952,0.5748308,cat
3953,0.68008643,cat
3954,0.51069206,cat
3955,0.6328854,cat
3956,0.5069361,cat
3957,0.48126,dog
3958,0.51329106,cat
3959,0.56258273,cat
3960,0.40516073,dog
3961,0.57579595,cat
3962,0.54871863,cat
3963,0.57654905,cat
3964,0.51931304,cat
3965,0.66473424,cat
3966,0.46238065,dog
3967,0.6012159,cat
3968,0.39436933,dog
3969,0.52271193,cat
3970,0.4573999,dog
3971,0.5390607,cat
3972,0.6765276,cat
3973,0.49517837,dog
3974,0.3996798,dog
3975,0.40012655,dog
3976,0.54735523,cat
3977,0.5736442,cat
3978,0.5523482,cat
3979,0.6152015,cat
3980,0.4933064,dog
3981,0.46283677,dog
3982,0.643719,cat
3983,0.51049846,cat
3984,0.673654,cat
3985,0.48141587,dog
3986,0.55881685,cat
3987,0.50500965,cat
3988,0.48798463,dog
3989,0.6684059,cat
3990,0.5949814,cat
3991,0.51427084,cat
3992,0.57782716,cat
3993,0.516025,cat
3994,0.5646298,cat
3995,0.60828257,cat
3996,0.5812483,cat
3997,0.4253223,dog
3998,0.6308651,cat
3999,0.53917015,cat
4000,0.61264664,cat
4001,0.6377316,cat
4002,0.7616707,cat
4003,0.536698,cat
4004,0.6894606,cat
4005,0.62830883,cat
4006,0.6122694,cat
